variant_id,item_name,item_variant,currency,return_status,order_date
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/3/23 5:30"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/26/23 23:05"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/4/23 3:49"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/8/23 4:41"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/16/23 18:32"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/15/23 1:54"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/14/23 12:28"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/14/23 22:59"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/25/23 7:14"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/23/23 8:35"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/10/23 4:16"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/17/23 10:42"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/14/23 10:45"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/18/23 8:51"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/27/23 11:07"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/13/23 6:16"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/4/23 11:09"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/11/23 5:05"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/28/23 2:29"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/19/23 17:21"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/2/23 2:15"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/23/23 2:57"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/8/23 13:10"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/23/23 18:33"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/1/23 2:49"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/27/23 4:37"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/3/23 13:23"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/21/23 20:30"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/5/23 11:58"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/14/23 11:11"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/14/23 11:46"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/13/23 14:53"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/9/23 13:11"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/11/23 6:20"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/11/23 4:06"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/20/23 23:19"
630584924787,product_A,variant_A,"140.16 ",FALSE,"10/31/23 10:25"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/10/23 14:10"
630584924787,product_A,variant_A,"140.16 ",FALSE,"12/1/23 19:41"
630584924787,product_A,variant_A,"140.16 ",FALSE,"11/26/23 1:18"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/30/23 6:28"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/11/23 19:01"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/2/23 4:04"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/13/23 23:27"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/21/23 16:58"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/7/23 14:35"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/19/23 1:35"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/7/23 16:37"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/30/23 10:03"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/11/23 23:51"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/16/23 20:24"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/18/23 18:44"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/11/23 23:23"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/25/23 2:05"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/9/23 2:46"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/24/23 22:30"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/25/23 1:32"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/16/23 22:10"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/13/23 3:49"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/7/23 10:46"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/2/23 15:59"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/31/23 2:01"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/1/23 14:57"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/4/23 7:06"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/9/23 16:41"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/22/23 1:03"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/13/23 2:40"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/9/23 19:25"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/11/23 6:52"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/7/23 10:29"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/14/23 11:23"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/3/23 7:32"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/19/23 10:23"
630677022230,product_A,variant_B,"142.16 ",FALSE,"12/20/23 11:02"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/27/23 0:33"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/21/23 12:36"
630677022230,product_A,variant_B,"142.16 ",FALSE,"11/14/23 19:29"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/6/23 11:05"
630677022230,product_A,variant_B,"142.16 ",FALSE,"10/16/23 4:15"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/3/23 8:25"
630861217116,product_B,variant_A,"111.74 ",FALSE,"10/4/23 0:44"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/20/23 15:27"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/26/23 9:24"
630861217116,product_B,variant_A,"111.74 ",FALSE,"10/18/23 22:02"
630861217116,product_B,variant_A,"111.74 ",FALSE,"11/18/23 0:33"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/20/23 10:16"
630861217116,product_B,variant_A,"111.74 ",FALSE,"10/5/23 5:30"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/8/23 4:25"
630861217116,product_B,variant_A,"111.74 ",FALSE,"10/14/23 14:22"
630861217116,product_B,variant_A,"111.74 ",FALSE,"10/25/23 14:18"
630861217116,product_B,variant_A,"111.74 ",FALSE,"10/30/23 4:04"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/29/23 6:53"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/12/23 3:54"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/10/23 1:27"
630861217116,product_B,variant_A,"111.74 ",FALSE,"11/22/23 22:23"
630861217116,product_B,variant_A,"111.74 ",FALSE,"11/5/23 11:35"
630861217116,product_B,variant_A,"111.74 ",FALSE,"10/8/23 16:12"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/26/23 1:58"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/23/23 0:18"
630861217116,product_B,variant_A,"111.74 ",FALSE,"10/3/23 6:47"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/2/23 12:43"
630861217116,product_B,variant_A,"111.74 ",FALSE,"12/3/23 14:01"
